Number,Creation date,Start date,Start station,End date,End station,Total duration,Subscription type
87298,6/9/2015,6/9/2015 8:47,Summit Ave & E Denny Way,6/9/2015 8:55,2nd Ave & Spring St,8m 5s,"The ""Gear"" Membership"
87299,6/9/2015,6/9/2015 8:48,15th Ave E & E Thomas St,6/9/2015 8:58,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,10m 30s,"The ""Pedal"" Membership"
87300,6/9/2015,6/9/2015 8:49,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 9:01,9th Ave N & Mercer St,12m 21s,"The ""Gear"" Membership"
87301,6/9/2015,6/9/2015 8:49,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 8:57,Cal Anderson Park / 11th Ave & Pine St,7m 35s,"The ""Pedal"" Membership"
87302,6/9/2015,6/9/2015 8:50,3rd Ave & Broad St,6/9/2015 8:59,2nd Ave & Spring St,9m 38s,"The ""Pedal"" Membership"
87303,6/9/2015,6/9/2015 8:50,Key Arena / 1st Ave N & Harrison St,6/9/2015 8:59,Westlake Ave & 6th Ave,8m 46s,"The ""Pedal"" Membership"
87304,6/9/2015,6/9/2015 8:54,Key Arena / 1st Ave N & Harrison St,6/9/2015 9:01,PATH / 9th Ave & Westlake Ave,6m 47s,"The ""Pedal"" Membership"
87305,6/9/2015,6/9/2015 8:55,E Pine St & 16th Ave,6/9/2015 9:02,Pine St & 9th Ave,7m 24s,"The ""Pedal"" Membership"
87306,6/9/2015,6/9/2015 8:55,Pine St & 9th Ave,6/9/2015 9:02,9th Ave N & Mercer St,6m 56s,"The ""Pedal"" Membership"
87307,6/9/2015,6/9/2015 8:56,3rd Ave & Broad St,6/9/2015 9:03,2nd Ave & Spring St,7m 20s,"The ""Pedal"" Membership"
87308,6/9/2015,6/9/2015 8:56,Seattle University / E Columbia St & 12th Ave,6/9/2015 9:06,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,10m 22s,"The ""Pedal"" Membership"
87309,6/9/2015,6/9/2015 8:57,Summit Ave & E Denny Way,6/9/2015 9:06,2nd Ave & Spring St,9m 29s,24-Hour Pass
87310,6/9/2015,6/9/2015 8:57,E Harrison St & Broadway Ave E,6/9/2015 9:01,Bellevue Ave & E Pine St,3m 50s,"The ""Pedal"" Membership"
87311,6/9/2015,6/9/2015 8:57,Dexter Ave N & Aloha St,6/9/2015 9:05,PATH / 9th Ave & Westlake Ave,7m 20s,"The ""Pedal"" Membership"
87312,6/9/2015,6/9/2015 8:57,2nd Ave & Pike St,6/9/2015 9:04,6th Ave & Blanchard St,6m 26s,"The ""Pedal"" Membership"
87313,6/9/2015,6/9/2015 9:01,12th Ave & E Denny Way,6/9/2015 12:16,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,3h 14m 45s,24-Hour Pass
87314,6/9/2015,6/9/2015 9:01,12th Ave & E Denny Way,6/9/2015 12:16,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,3h 14m 46s,24-Hour Pass
87315,6/9/2015,6/9/2015 9:02,City Hall / 4th Ave & James St,6/9/2015 9:07,2nd Ave & Spring St,4m 44s,"The ""Pedal"" Membership"
87316,6/9/2015,6/9/2015 9:03,E Pine St & 16th Ave,6/9/2015 9:11,7th Ave & Union St,8m 41s,"The ""Pedal"" Membership"
87317,6/9/2015,6/9/2015 9:03,Summit Ave & E Denny Way,6/9/2015 9:11,2nd Ave & Pike St,7m 29s,"The ""Pedal"" Membership"
87318,6/9/2015,6/9/2015 9:06,Summit Ave E & E Republican St,6/9/2015 9:18,Occidental Park / Occidental Ave S & S Washington St,12m 18s,"The ""Pedal"" Membership"
87319,6/9/2015,6/9/2015 9:08,Summit Ave & E Denny Way,6/9/2015 9:20,9th Ave N & Mercer St,11m 57s,"The ""Gear"" Membership"
87320,6/9/2015,6/9/2015 9:08,E Blaine St & Fairview Ave E,6/9/2015 9:16,Lake Union Park / Valley St & Boren Ave N,7m 49s,"The ""Pedal"" Membership"
87321,6/9/2015,6/9/2015 9:09,12th Ave & E Mercer St,6/9/2015 9:27,1st Ave & Marion St,17m 58s,"The ""Gear"" Membership"
87322,6/9/2015,6/9/2015 9:09,12th Ave & E Mercer St,6/9/2015 9:27,1st Ave & Marion St,17m 53s,"The ""Gear"" Membership"
87323,6/9/2015,6/9/2015 9:14,15th Ave NE & NE 40th St,6/9/2015 9:22,UW McCarty Hall / Whitman Ct,8m 30s,24-Hour Pass
87324,6/9/2015,6/9/2015 9:14,Pine St & 9th Ave,6/9/2015 9:24,Republican St & Westlake Ave N,10m 9s,"The ""Pedal"" Membership"
87325,6/9/2015,6/9/2015 9:15,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 9:27,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,12m 1s,24-Hour Pass
87326,6/9/2015,6/9/2015 9:19,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 9:31,Republican St & Westlake Ave N,12m 25s,24-Hour Pass
87327,6/9/2015,6/9/2015 9:21,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 9:24,Bellevue Ave & E Pine St,2m 39s,"The ""Pedal"" Membership"
87328,6/9/2015,6/9/2015 9:27,Dexter Ave & Denny Way,6/9/2015 9:30,9th Ave N & Mercer St,3m 25s,"The ""Pedal"" Membership"
87329,6/9/2015,6/9/2015 9:27,2nd Ave & Vine St,6/9/2015 9:45,9th Ave N & Mercer St,18m 6s,"The ""Pedal"" Membership"
87330,6/9/2015,6/9/2015 9:29,Dexter Ave N & Aloha St,6/9/2015 9:38,PATH / 9th Ave & Westlake Ave,9m 37s,"The ""Pedal"" Membership"
87331,6/9/2015,6/9/2015 9:32,E Harrison St & Broadway Ave E,6/9/2015 9:42,2nd Ave & Pike St,9m 58s,Annual Membership
87332,6/9/2015,6/9/2015 9:33,E Pine St & 16th Ave,6/9/2015 9:38,Summit Ave & E Denny Way,5m 20s,"The ""Pedal"" Membership"
87333,6/9/2015,6/9/2015 9:38,6th Ave S & S King St,6/9/2015 9:43,City Hall / 4th Ave & James St,5m 27s,"The ""Pedal"" Membership"
87334,6/9/2015,6/9/2015 9:38,Bellevue Ave & E Pine St,6/9/2015 9:44,2nd Ave & Pike St,5m 36s,"The ""Pedal"" Membership"
87335,6/9/2015,6/9/2015 9:39,Pier 69 / Alaskan Way & Clay St,6/9/2015 9:44,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,5m 32s,"The ""Pedal"" Membership"
87336,6/9/2015,6/9/2015 9:39,E Harrison St & Broadway Ave E,6/9/2015 9:51,Republican St & Westlake Ave N,11m 13s,"The ""Pedal"" Membership"
87337,6/9/2015,6/9/2015 9:41,2nd Ave & Pike St,6/9/2015 9:45,Westlake Ave & 6th Ave,4m 27s,"The ""Pedal"" Membership"
87338,6/9/2015,6/9/2015 9:43,Westlake Ave & 6th Ave,6/9/2015 9:52,Pier 69 / Alaskan Way & Clay St,9m 23s,"The ""Pedal"" Membership"
87340,6/9/2015,6/9/2015 9:44,E Pine St & 16th Ave,6/9/2015 9:52,6th Ave & Blanchard St,8m 23s,"The ""Pedal"" Membership"
87341,6/9/2015,6/9/2015 9:46,UW Engineering Library / E Stevens Way NE & Jefferson Rd,6/9/2015 10:38,E Blaine St & Fairview Ave E,52m 7s,24-Hour Pass
87342,6/9/2015,6/9/2015 9:47,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 9:52,Dexter Ave N & Aloha St,5m 14s,24-Hour Pass
87343,6/9/2015,6/9/2015 9:47,Dexter Ave N & Aloha St,6/9/2015 9:51,Republican St & Westlake Ave N,4m 4s,"The ""Gear"" Membership"
87344,6/9/2015,6/9/2015 9:51,Dexter Ave & Denny Way,6/9/2015 10:03,E Blaine St & Fairview Ave E,12m 28s,"The ""Gear"" Membership"
87345,6/9/2015,6/9/2015 9:51,7th Ave & Union St,6/9/2015 9:58,Republican St & Westlake Ave N,6m 38s,"The ""Pedal"" Membership"
87346,6/9/2015,6/9/2015 9:53,1st Ave & Marion St,6/9/2015 9:59,Pier 69 / Alaskan Way & Clay St,6m 16s,"The ""Pedal"" Membership"
87347,6/9/2015,6/9/2015 9:57,Summit Ave E & E Republican St,6/9/2015 10:07,2nd Ave & Pike St,10m 10s,"The ""Pedal"" Membership"
87348,6/9/2015,6/9/2015 9:58,1st Ave & Marion St,6/9/2015 10:07,Pier 69 / Alaskan Way & Clay St,8m 17s,"The ""Pedal"" Membership"
87349,6/9/2015,6/9/2015 10:02,3rd Ave & Broad St,6/9/2015 10:24,3rd Ave & Broad St,21m 33s,24-Hour Pass
87350,6/9/2015,6/9/2015 10:02,3rd Ave & Broad St,6/9/2015 10:24,3rd Ave & Broad St,21m 36s,24-Hour Pass
87351,6/9/2015,6/9/2015 10:04,12th Ave & E Yesler Way,6/9/2015 10:10,City Hall / 4th Ave & James St,6m 19s,"The ""Pedal"" Membership"
87352,6/9/2015,6/9/2015 10:04,E Harrison St & Broadway Ave E,6/9/2015 10:12,Republican St & Westlake Ave N,8m 26s,"The ""Pedal"" Membership"
87353,6/9/2015,6/9/2015 10:07,Summit Ave & E Denny Way,6/9/2015 10:14,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6m 43s,"The ""Pedal"" Membership"
87354,6/9/2015,6/9/2015 10:11,15th Ave E & E Thomas St,6/9/2015 10:29,2nd Ave & Pike St,18m 1s,"The ""Pedal"" Membership"
87355,6/9/2015,6/9/2015 10:13,Lake Union Park / Valley St & Boren Ave N,6/9/2015 10:35,2nd Ave & Pike St,22m 14s,24-Hour Pass
87356,6/9/2015,6/9/2015 10:15,6th Ave & Blanchard St,6/9/2015 10:18,9th Ave N & Mercer St,3m 13s,"The ""Pedal"" Membership"
87357,6/9/2015,6/9/2015 10:20,2nd Ave & Pike St,6/9/2015 10:28,PATH / 9th Ave & Westlake Ave,8m 5s,"The ""Pedal"" Membership"
87358,6/9/2015,6/9/2015 10:22,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 10:32,Westlake Ave & 6th Ave,10m 1s,"The ""Pedal"" Membership"
87360,6/9/2015,6/9/2015 10:27,Dexter Ave & Denny Way,6/9/2015 10:32,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,5m 24s,"The ""Pedal"" Membership"
87361,6/9/2015,6/9/2015 10:28,Dexter Ave & Denny Way,6/9/2015 10:31,9th Ave N & Mercer St,2m 47s,"The ""Pedal"" Membership"
87362,6/9/2015,6/9/2015 10:29,9th Ave N & Mercer St,6/9/2015 11:20,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,50m 46s,24-Hour Pass
87363,6/9/2015,6/9/2015 10:30,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 10:42,6th Ave S & S King St,12m 31s,"The ""Pedal"" Membership"
87364,6/9/2015,6/9/2015 10:30,Summit Ave & E Denny Way,6/9/2015 10:36,7th Ave & Union St,5m 43s,3-Day Pass
87365,6/9/2015,6/9/2015 10:33,2nd Ave & Blanchard St,6/9/2015 10:37,Westlake Ave & 6th Ave,4m 15s,"The ""Pedal"" Membership"
87366,6/9/2015,6/9/2015 10:33,Dexter Ave & Denny Way,6/9/2015 10:40,2nd Ave & Pike St,6m 42s,"The ""Pedal"" Membership"
87367,6/9/2015,6/9/2015 10:39,E Blaine St & Fairview Ave E,6/9/2015 10:47,Lake Union Park / Valley St & Boren Ave N,8m 19s,24-Hour Pass
87368,6/9/2015,6/9/2015 10:39,E Pine St & 16th Ave,6/9/2015 10:45,Pine St & 9th Ave,6m 34s,"The ""Pedal"" Membership"
87369,6/9/2015,6/9/2015 10:42,E Pine St & 16th Ave,6/9/2015 10:47,Pine St & 9th Ave,4m 42s,"The ""Pedal"" Membership"
87370,6/9/2015,6/9/2015 10:50,2nd Ave & Pike St,6/9/2015 11:03,3rd Ave & Broad St,13m 16s,24-Hour Pass
87371,6/9/2015,6/9/2015 10:53,E Pine St & 16th Ave,6/9/2015 11:01,E Harrison St & Broadway Ave E,7m 42s,"The ""Pedal"" Membership"
87372,6/9/2015,6/9/2015 10:56,Harvard Ave & E Pine St,6/9/2015 11:11,City Hall / 4th Ave & James St,15m 2s,"The ""Pedal"" Membership"
87373,6/9/2015,6/9/2015 11:05,City Hall / 4th Ave & James St,6/9/2015 11:09,6th Ave S & S King St,3m 22s,"The ""Gear"" Membership"
87374,6/9/2015,6/9/2015 11:05,City Hall / 4th Ave & James St,6/9/2015 11:09,6th Ave S & S King St,3m 15s,"The ""Gear"" Membership"
87375,6/9/2015,6/9/2015 11:08,Pier 69 / Alaskan Way & Clay St,6/9/2015 11:31,Key Arena / 1st Ave N & Harrison St,22m 48s,24-Hour Pass
87376,6/9/2015,6/9/2015 11:08,Pier 69 / Alaskan Way & Clay St,6/9/2015 11:30,Key Arena / 1st Ave N & Harrison St,22m 27s,"The ""Pedal"" Membership"
87377,6/9/2015,6/9/2015 11:10,E Harrison St & Broadway Ave E,6/9/2015 11:15,REI / Yale Ave N & John St,4m 46s,"The ""Pedal"" Membership"
87378,6/9/2015,6/9/2015 11:11,2nd Ave & Vine St,6/9/2015 11:26,REI / Yale Ave N & John St,15m 4s,24-Hour Pass
87379,6/9/2015,6/9/2015 11:13,Westlake Ave & 6th Ave,6/9/2015 11:18,2nd Ave & Blanchard St,5m 8s,"The ""Pedal"" Membership"
87380,6/9/2015,6/9/2015 11:13,E Pine St & 16th Ave,6/9/2015 11:21,E Harrison St & Broadway Ave E,7m 39s,"The ""Pedal"" Membership"
87381,6/9/2015,6/9/2015 11:14,Bellevue Ave & E Pine St,6/9/2015 11:17,Pine St & 9th Ave,2m 35s,"The ""Pedal"" Membership"
87382,6/9/2015,6/9/2015 11:15,Republican St & Westlake Ave N,6/9/2015 11:43,Key Arena / 1st Ave N & Harrison St,28m 7s,"The ""Pedal"" Membership"
87383,6/9/2015,6/9/2015 11:16,2nd Ave & Pike St,6/9/2015 11:44,2nd Ave & Spring St,27m 14s,3-Day Pass
87384,6/9/2015,6/9/2015 11:17,REI / Yale Ave N & John St,6/9/2015 11:25,2nd Ave & Spring St,8m 30s,"The ""Pedal"" Membership"
87385,6/9/2015,6/9/2015 11:18,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 11:24,Pier 69 / Alaskan Way & Clay St,6m 6s,"The ""Pedal"" Membership"
87386,6/9/2015,6/9/2015 11:19,Summit Ave & E Denny Way,6/9/2015 11:23,Pine St & 9th Ave,3m 34s,"The ""Pedal"" Membership"
87387,6/9/2015,6/9/2015 11:20,2nd Ave & Pike St,6/9/2015 11:27,PATH / 9th Ave & Westlake Ave,6m 42s,"The ""Pedal"" Membership"
87388,6/9/2015,6/9/2015 11:22,15th Ave E & E Thomas St,6/9/2015 11:42,Westlake Ave & 6th Ave,19m 56s,"The ""Pedal"" Membership"
87389,6/9/2015,6/9/2015 11:25,12th Ave & E Denny Way,6/9/2015 11:31,Harvard Ave & E Pine St,6m 16s,3-Day Pass
87390,6/9/2015,6/9/2015 11:30,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 11:35,15th Ave E & E Thomas St,5m 49s,"The ""Gear"" Membership"
87391,6/9/2015,6/9/2015 11:33,3rd Ave & Broad St,6/9/2015 11:47,2nd Ave & Pike St,14m 14s,24-Hour Pass
87393,6/9/2015,6/9/2015 11:33,Westlake Ave & 6th Ave,6/9/2015 11:37,PATH / 9th Ave & Westlake Ave,4m 28s,"The ""Pedal"" Membership"
87394,6/9/2015,6/9/2015 11:36,Pine St & 9th Ave,6/9/2015 11:56,REI / Yale Ave N & John St,20m 6s,24-Hour Pass
87395,6/9/2015,6/9/2015 11:37,Pier 69 / Alaskan Way & Clay St,6/9/2015 11:46,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,9m 17s,"The ""Pedal"" Membership"
87396,6/9/2015,6/9/2015 11:38,Summit Ave & E Denny Way,6/9/2015 11:44,Westlake Ave & 6th Ave,6m 13s,"The ""Pedal"" Membership"
87397,6/9/2015,6/9/2015 11:38,15th Ave E & E Thomas St,6/9/2015 11:44,Bellevue Ave & E Pine St,5m 38s,"The ""Pedal"" Membership"
87398,6/9/2015,6/9/2015 11:39,7th Ave & Union St,6/9/2015 11:49,3rd Ave & Broad St,9m 59s,3-Day Pass
87399,6/9/2015,6/9/2015 11:39,2nd Ave & Spring St,6/9/2015 11:57,3rd Ave & Broad St,17m 49s,3-Day Pass
87400,6/9/2015,6/9/2015 11:39,2nd Ave & Spring St,6/9/2015 11:57,3rd Ave & Broad St,17m 46s,3-Day Pass
87401,6/9/2015,6/9/2015 11:40,Dexter Ave N & Aloha St,6/9/2015 11:47,PATH / 9th Ave & Westlake Ave,6m 59s,"The ""Gear"" Membership"
87402,6/9/2015,6/9/2015 11:47,Lake Union Park / Valley St & Boren Ave N,6/9/2015 11:50,Lake Union Park / Valley St & Boren Ave N,3m 5s,24-Hour Pass
87403,6/9/2015,6/9/2015 11:48,6th Ave S & S King St,6/9/2015 11:53,City Hall / 4th Ave & James St,5m 18s,"The ""Gear"" Membership"
87404,6/9/2015,6/9/2015 11:48,6th Ave S & S King St,6/9/2015 11:53,City Hall / 4th Ave & James St,5m 0s,"The ""Gear"" Membership"
87405,6/9/2015,6/9/2015 11:52,Seattle University / E Columbia St & 12th Ave,6/9/2015 12:00,6th Ave S & S King St,7m 41s,24-Hour Pass
87406,6/9/2015,6/9/2015 11:54,2nd Ave & Spring St,6/9/2015 12:12,3rd Ave & Broad St,17m 40s,3-Day Pass
87407,6/9/2015,6/9/2015 11:54,E Pine St & 16th Ave,6/9/2015 12:00,E Harrison St & Broadway Ave E,6m 5s,"The ""Pedal"" Membership"
87408,6/9/2015,6/9/2015 11:55,Summit Ave & E Denny Way,6/9/2015 12:39,Eastlake Ave E & E Allison St,43m 44s,24-Hour Pass
87409,6/9/2015,6/9/2015 11:55,NE 47th St & 12th Ave NE,6/9/2015 12:00,15th Ave NE & NE 40th St,4m 55s,"The ""Pedal"" Membership"
87410,6/9/2015,6/9/2015 11:56,2nd Ave & Pike St,6/9/2015 12:00,Occidental Park / Occidental Ave S & S Washington St,4m 28s,"The ""Pedal"" Membership"
87411,6/9/2015,6/9/2015 11:56,7th Ave & Union St,6/9/2015 12:03,REI / Yale Ave N & John St,6m 41s,"The ""Pedal"" Membership"
87412,6/9/2015,6/9/2015 11:56,Pier 69 / Alaskan Way & Clay St,6/9/2015 15:02,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,3h 5m 14s,24-Hour Pass
87413,6/9/2015,6/9/2015 11:57,7th Ave & Union St,6/9/2015 12:04,Republican St & Westlake Ave N,7m 19s,"The ""Pedal"" Membership"
87414,6/9/2015,6/9/2015 12:02,3rd Ave & Broad St,6/9/2015 12:25,2nd Ave & Pike St,22m 48s,3-Day Pass
87415,6/9/2015,6/9/2015 12:04,PATH / 9th Ave & Westlake Ave,6/9/2015 12:07,Westlake Ave & 6th Ave,2m 56s,24-Hour Pass
87416,6/9/2015,6/9/2015 12:07,6th Ave S & S King St,6/9/2015 12:26,2nd Ave & Spring St,19m 7s,24-Hour Pass
87417,6/9/2015,6/9/2015 12:09,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:25,2nd Ave & Pike St,1h 16m 7s,24-Hour Pass
87418,6/9/2015,6/9/2015 12:09,Westlake Ave & 6th Ave,6/9/2015 12:15,PATH / 9th Ave & Westlake Ave,5m 30s,"The ""Gear"" Membership"
87421,6/9/2015,6/9/2015 12:10,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:25,2nd Ave & Pike St,1h 14m 21s,24-Hour Pass
87423,6/9/2015,6/9/2015 12:12,Pier 69 / Alaskan Way & Clay St,6/9/2015 14:39,2nd Ave & Pike St,2h 27m 1s,24-Hour Pass
87424,6/9/2015,6/9/2015 12:13,Pier 69 / Alaskan Way & Clay St,6/9/2015 14:39,2nd Ave & Pike St,2h 25m 29s,24-Hour Pass
87425,6/9/2015,6/9/2015 12:13,Pier 69 / Alaskan Way & Clay St,6/9/2015 14:39,2nd Ave & Pike St,2h 25m 35s,24-Hour Pass
87426,6/9/2015,6/9/2015 12:15,2nd Ave & Blanchard St,6/9/2015 12:30,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,15m 55s,3-Day Pass
87427,6/9/2015,6/9/2015 12:16,1st Ave & Marion St,6/9/2015 12:32,Republican St & Westlake Ave N,15m 36s,24-Hour Pass
87428,6/9/2015,6/9/2015 12:16,6th Ave & Blanchard St,6/9/2015 12:19,9th Ave N & Mercer St,3m 3s,"The ""Pedal"" Membership"
87429,6/9/2015,6/9/2015 12:20,9th Ave N & Mercer St,6/9/2015 12:23,PATH / 9th Ave & Westlake Ave,3m 2s,"The ""Pedal"" Membership"
87430,6/9/2015,6/9/2015 12:20,9th Ave N & Mercer St,6/9/2015 12:23,PATH / 9th Ave & Westlake Ave,3m 0s,"The ""Pedal"" Membership"
87431,6/9/2015,6/9/2015 12:22,3rd Ave & Broad St,6/9/2015 12:34,Lake Union Park / Valley St & Boren Ave N,11m 52s,3-Day Pass
87432,6/9/2015,6/9/2015 12:23,E Harrison St & Broadway Ave E,6/9/2015 12:28,Bellevue Ave & E Pine St,4m 29s,"The ""Pedal"" Membership"
87433,6/9/2015,6/9/2015 12:24,Dexter Ave & Denny Way,6/9/2015 12:29,Dexter Ave N & Aloha St,4m 19s,"The ""Pedal"" Membership"
87434,6/9/2015,6/9/2015 12:25,Republican St & Westlake Ave N,6/9/2015 12:29,Dexter Ave N & Aloha St,4m 34s,"The ""Gear"" Membership"
87435,6/9/2015,6/9/2015 12:25,REI / Yale Ave N & John St,6/9/2015 12:31,Lake Union Park / Valley St & Boren Ave N,5m 39s,"The ""Pedal"" Membership"
87436,6/9/2015,6/9/2015 12:26,Eastlake Ave E & E Allison St,6/9/2015 12:39,UW Engineering Library / E Stevens Way NE & Jefferson Rd,12m 35s,24-Hour Pass
87437,6/9/2015,6/9/2015 12:27,Dexter Ave N & Aloha St,6/9/2015 12:39,Pier 69 / Alaskan Way & Clay St,12m 4s,"The ""Pedal"" Membership"
87438,6/9/2015,6/9/2015 12:27,Dexter Ave N & Aloha St,6/9/2015 12:39,Pier 69 / Alaskan Way & Clay St,11m 54s,"The ""Pedal"" Membership"
87439,6/9/2015,6/9/2015 12:34,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 12:45,7th Ave & Union St,10m 10s,"The ""Pedal"" Membership"
87440,6/9/2015,6/9/2015 12:39,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:02,Pier 69 / Alaskan Way & Clay St,22m 23s,"The ""Pedal"" Membership"
87441,6/9/2015,6/9/2015 12:39,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:02,Pier 69 / Alaskan Way & Clay St,22m 15s,"The ""Pedal"" Membership"
87442,6/9/2015,6/9/2015 12:41,2nd Ave & Pike St,6/9/2015 12:58,3rd Ave & Broad St,17m 19s,3-Day Pass
87443,6/9/2015,6/9/2015 12:42,1st Ave & Marion St,6/9/2015 12:50,Westlake Ave & 6th Ave,8m 26s,"The ""Pedal"" Membership"
87444,6/9/2015,6/9/2015 12:43,2nd Ave & Vine St,6/9/2015 12:51,7th Ave & Union St,8m 31s,3-Day Pass
87446,6/9/2015,6/9/2015 12:55,REI / Yale Ave N & John St,6/9/2015 13:01,PATH / 9th Ave & Westlake Ave,6m 7s,"The ""Pedal"" Membership"
87448,6/9/2015,6/9/2015 12:59,Pine St & 9th Ave,6/9/2015 13:02,2nd Ave & Pike St,3m 30s,"The ""Pedal"" Membership"
87449,6/9/2015,6/9/2015 12:59,Lake Union Park / Valley St & Boren Ave N,6/9/2015 13:07,REI / Yale Ave N & John St,7m 26s,"The ""Pedal"" Membership"
87450,6/9/2015,6/9/2015 12:59,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 13:09,2nd Ave & Pike St,9m 46s,"The ""Pedal"" Membership"
87451,6/9/2015,6/9/2015 13:02,Dexter Ave N & Aloha St,6/9/2015 13:20,Dexter Ave N & Aloha St,17m 38s,"The ""Pedal"" Membership"
87452,6/9/2015,6/9/2015 13:02,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:21,Dexter Ave N & Aloha St,18m 40s,"The ""Pedal"" Membership"
87453,6/9/2015,6/9/2015 13:02,Pier 69 / Alaskan Way & Clay St,6/9/2015 13:19,Dexter Ave N & Aloha St,17m 4s,"The ""Pedal"" Membership"
87454,6/9/2015,6/9/2015 13:03,E Blaine St & Fairview Ave E,6/9/2015 13:17,PATH / 9th Ave & Westlake Ave,13m 28s,"The ""Pedal"" Membership"
87455,6/9/2015,6/9/2015 13:04,REI / Yale Ave N & John St,6/9/2015 13:11,Pine St & 9th Ave,7m 0s,24-Hour Pass
87456,6/9/2015,6/9/2015 13:12,Westlake Ave & 6th Ave,6/9/2015 13:17,2nd Ave & Vine St,5m 8s,"The ""Pedal"" Membership"
87457,6/9/2015,6/9/2015 13:13,Seattle University / E Columbia St & 12th Ave,6/9/2015 13:28,2nd Ave & Pike St,15m 25s,24-Hour Pass
87458,6/9/2015,6/9/2015 13:19,PATH / 9th Ave & Westlake Ave,6/9/2015 13:23,REI / Yale Ave N & John St,4m 27s,"The ""Pedal"" Membership"
87459,6/9/2015,6/9/2015 13:19,Pier 69 / Alaskan Way & Clay St,6/9/2015 14:14,2nd Ave & Pike St,54m 59s,24-Hour Pass
87460,6/9/2015,6/9/2015 13:20,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 13:41,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,21m 3s,"The ""Pedal"" Membership"
87461,6/9/2015,6/9/2015 13:21,Dexter Ave N & Aloha St,6/9/2015 13:42,Dexter Ave N & Aloha St,21m 31s,"The ""Pedal"" Membership"
87462,6/9/2015,6/9/2015 13:23,15th Ave E & E Thomas St,6/9/2015 13:34,E Harrison St & Broadway Ave E,11m 38s,"The ""Pedal"" Membership"
87463,6/9/2015,6/9/2015 13:23,15th Ave E & E Thomas St,6/9/2015 13:34,E Harrison St & Broadway Ave E,11m 5s,"The ""Pedal"" Membership"
87464,6/9/2015,6/9/2015 13:24,REI / Yale Ave N & John St,6/9/2015 13:30,REI / Yale Ave N & John St,5m 27s,"The ""Pedal"" Membership"
87465,6/9/2015,6/9/2015 13:26,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 13:29,Burke Museum / E Stevens Way NE & Memorial Way NE,3m 12s,24-Hour Pass
87466,6/9/2015,6/9/2015 13:26,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/9/2015 13:31,12th Ave & NE Campus Pkwy,5m 19s,"The ""Pedal"" Membership"
87467,6/9/2015,6/9/2015 13:29,PATH / 9th Ave & Westlake Ave,6/9/2015 13:40,E Blaine St & Fairview Ave E,10m 42s,"The ""Pedal"" Membership"
87468,6/9/2015,6/9/2015 13:30,3rd Ave & Broad St,6/9/2015 13:49,Occidental Park / Occidental Ave S & S Washington St,19m 42s,"The ""Pedal"" Membership"
87470,6/9/2015,6/9/2015 13:31,15th Ave E & E Thomas St,6/9/2015 13:53,Cal Anderson Park / 11th Ave & Pine St,21m 22s,"The ""Pedal"" Membership"
87471,6/9/2015,6/9/2015 13:33,REI / Yale Ave N & John St,6/9/2015 13:45,2nd Ave & Pike St,12m 3s,"The ""Pedal"" Membership"
87472,6/9/2015,6/9/2015 13:35,Dexter Ave & Denny Way,6/9/2015 17:33,Pier 69 / Alaskan Way & Clay St,3h 57m 57s,24-Hour Pass
87473,6/9/2015,6/9/2015 13:35,Dexter Ave & Denny Way,6/9/2015 17:33,Pier 69 / Alaskan Way & Clay St,3h 58m 22s,24-Hour Pass
